movie_length,movie_show_time,movie_name,movie_img_url,movie_director,movie_rate,movie_country,movie_language,movie_description,movie_type,movie_actors 
0,流氓兔 ,剧情介绍：流氓兔计划打造一系列真人实景拍摄结合电脑动画制作的电影作品，故事将会围绕流氓兔在人类世界的奇幻冒险生活展开，讲述了流氓兔和人类生活在一起的故事。,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/i4/TB1YqpqRXXXXXayXVXXXXXXXXXX_.jpg_300x300.jpg,none,语言：汉语普通话,none,none,上映时间：2018,类型：动画
0,再见怪兽  ,剧情介绍：《再见怪兽》讲述了怪兽医馆的守护神兽白泽因一个问题男孩的闯入，从而打乱了原本浪荡逍遥的生活，并因此与男孩结为羁绊，共同踏上了一场奇幻的治愈之旅。,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/i1/TB1lGqcQVXXXXclXVXXXXXXXXXX_.jpg_300x300.jpg,none,语言：汉语普通话,导演：黄健明,none,上映时间：2018,类型：动画
0,你是凶手  ,剧情介绍：12年前，女童铃铛被绑架并意外身亡，重案组警官陈浩许诺孩子母亲一定将凶手绳之以法。无奈经过漫长的追查却一无所获，陈浩带着遗憾离开警队。12年后，陈浩发现新线索，铃铛的母亲重拾希望，独自一人展开调查，并发现了罪犯留下的蛛丝马迹。 与此同时，却发生了另外一起儿童绑架案，手法跟12年前如出一辙，面对狡猾的嫌犯，陈浩和铃铛母亲能否抓到凶手，一偿夙愿……,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/i3/TB1q3VqQVXXXXXCXVXXXXXXXXXX_.jpg_300x300.jpg,"主演：王千源,宋佳,冯远征,李九霄",语言：汉语普通话,导演：王昱,none,上映时间：2018,类型：剧情
0,奇幻王国  ,剧情介绍：《奇幻王国》野生动物系列纪录电影是一部关于“生命、爱、成长、勇气”的故事，影片将还原自然界的力与美、感性与思考、抉择与无奈、惊喜与悲苦，自然与生命的神奇魅力将多面、真实、立体化的呈现在世人面前，这些真实的故事将颠覆人们以往对野生动物的固有认知。,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/i2/TB1b9.5QFXXXXXYaXXXXXXXXXXX_.jpg_300x300.jpg,none,语言：汉语普通话,none,none,上映时间：2018,类型：纪录片
0,桃源 ,剧情介绍：电影《桃源》讲述了一直生活在小城、与世无争的张楚，一步步被爱情、婚姻、家庭彻底改变的故事。,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/i2/TB1n7CZj6nD8KJjSspbXXbbEXXa_.jpg_300x300.jpg,"主演：耿乐,齐溪,吕星辰,杨奇鸣",语言：汉语普通话,导演：吕聿来,片长：113分钟,上映时间：2018,"类型：爱情,家庭"
0,颤慄 ,剧情介绍：楚楚动人的文艺女作家向南（徐巾淇 饰）自从看了姐姐向北（李茉 饰）的怪异画作后，眼中总有一些不干净的灵异物出现。为了尽快交稿，安心创作。她只身一人来到一处隐密的招待所。入住后，行为诡异的守夜人老万（李万年 饰）让她深感惶恐。为躲避白衣厉鬼她躲进荒坡，却意外发现姐姐的尸体。窒息的恐惧让她想逃，可有个声音要她留下为姐姐复仇。这时，不请自来的客人（傅亨 饰）敲响了房门……,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/i3/TB1Y8obXAfb_uJkSndVXXaBkpXa_.jpg_300x300.jpg,"主演：徐巾淇,李万年,傅亨",语言：汉语普通话,导演：郝一平,片长：90分钟,上映时间：2018,"类型：惊悚,恐怖"
0,拓星者 ,剧情介绍：《拓星者》改编自腾讯影业原创科幻探险题材漫画，讲述了一个未来世界，人类走出地球翱翔群星，作为新世界开拓者的他们要面对险恶的自然环境挑战，以及面对他们自我的故事 改编自腾讯同名动漫作品，知名导演张小北操刀，呈现一段神奇的科幻探索之旅，超精制作看齐好莱坞，剧情跌宕摄人心魄。,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/i2/TB10myViDmWBKNjSZFBXXXxUFXa_.jpg_300x300.jpg,"主演：宋洋,齐溪,屈菁菁",语言：汉语普通话,导演：张小北,none,上映时间：2018,"类型：剧情,科幻"
0,最长一枪 ,剧情介绍：从没失过手的杀手老赵（王志文 饰），得了帕金森，准备退休，却同时接到两个订单。同一时间，同一地点。一个订单的目标，却是另一订单的委托人。为了弥补心中一个久远的愧疚，老赵决定利用这最后的机会，倾力一搏，把两笔钱全挣了。而一个巨大而复杂的深渊，在静静地等候着他……,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/i2/TB1BrPTQXXXXXc_XFXXXXXXXXXX_.jpg_300x300.jpg,"主演：王志文,余男,李立群,许亚军",语言：汉语普通话,导演：徐顺利,none,上映时间：2018,"类型：剧情,动作"
0,摇滚吧！老爸  ,剧情介绍：《摇滚吧老爸》是一部公路喜剧，片中，秦勇饰演的黑梦是一个过气摇滚歌手，离婚后沉浸在音乐世界，生活变得颓废不堪。最终，在经纪人的帮助下，黑梦开始了一段云南自驾行，也在旅途中找回了生活的真谛。,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/i2/TB10nfwQXXXXXaDXpXXXXXXXXXX_.jpg_300x300.jpg,主演：秦勇,语言：汉语普通话,导演：,none,上映时间：2018,类型：剧情
0,猎杀大脚怪  ,剧情介绍：《猎杀大脚怪》讲述了在马来西亚的原始森林里，生存着传说中富有研究价值的大脚怪。杨紫琼饰演的环境保护研究者，在一次度假村游玩途中，意外地发现了大脚怪的存在并开始了保护它的旅程。 　　,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/i1/TB1.dxQQXXXXXajXFXXXXXXXXXX_.jpg_300x300.jpg,主演：杨紫琼,语言：汉语普通话,导演：,片长：110分钟,上映时间：2018,类型：剧情
0,铁血战士 ,剧情介绍：近日，20世纪福斯再度重新启动《铁血战士》。据好莱坞报道称，《致命武器》的编剧同时也是《小贼·美女·妙探》以及《钢铁侠3》导演沙恩·布莱克目前正在着手准备剧本并且同时被任命为导演。布莱克计划与合伙人弗莱德·戴克尔共同完成剧本，并任命他为监制。这是继2010年阿德里安·布洛迪主演的《铁血战士》后，该题材又一次重启。,制片国家/地区：中国香港,https://img.alicdn.com/bao/uploaded/i2/TB1LOWonLiSBuNkSnhJXXbDcpXa_.jpg_300x300.jpg,"主演：波伊德·霍布鲁克,奥立薇娅·玛恩,崔凡特·罗兹,科甘-迈克尔·凯,斯特林·K·布朗",语言：粤语,导演：沙恩·布莱克,none,上映时间：2018,类型：动作
0,风再起时 ,剧情介绍：70年代，香港廉政公署成立。故事通过调查主任李子超（许冠文饰演），对贪污探长进行追捕，揭开殖民地时代落幕前的篇章。曾因不受贿而饱受压迫的警察磊乐 （郭富城饰）与南江（梁朝伟饰），想要改变现状，而携手建立警察贪污制度，并坐上总华探长位置。然而，权利膨胀导致黑白势力失衡，磊乐太太蔡真（杜鹃饰），因帮其上位而受黑社会迁怒，一直跟随他们的胖子韩（周文健饰）及严洪（谭耀文饰）等人，亦几近翻脸。历史交替，廉政公署全球通缉贪污探长，磊乐与南江只手遮天的年代谢幕。风再起时，香港已不同往昔。,制片国家/地区：中国香港,https://img.alicdn.com/bao/uploaded/i3/TB1nFzHcH_I8KJjy1XaXXbsxpXa_.jpg_300x300.jpg,"主演：梁朝伟,郭富城,杜鹃,许冠文,谭耀文,周文健",语言：粤语,导演：翁子光,none,上映时间：2018,"类型：犯罪,剧情,传记"
0,濠江奇侠  ,剧情介绍：3月24日，导演王晶与爱奇艺的战略合作签约会在香港国际电影节举行，导演王晶，爱奇艺CEO龚宇、高级副总裁杨向华出席活动，宣布双方将会合作六部影片，并采取网络发行模式，《淘得有情人》成为计划中首部曝光的作品。当天，王晶共有五部新片登陆香港国际电影节的场刊，除了《淘得有情人》和早前曝光的《澳门风云3》外，还有《十二金刚》、《濠江奇侠》，不过，最为引人注意的则是由吴镇宇和王诗龄主演的《小鬼当家》。,制片国家/地区：中国香港,https://img.alicdn.com/bao/uploaded/i3/TB13.VsQXXXXXbyXpXXXXXXXXXX_.jpg_300x300.jpg,主演：,语言：粤语,导演：王晶,none,上映时间：2018,类型：剧情
0,影 ,剧情介绍：这是一个关于替身的故事。替身自古有之，人称“影子”。有刺杀，就有影子，影子必须在危急关头挺身而出，替主人博回一命；影子又必须与真身互为一体，令旁人真假难辨如同孪生。若无真身，影子何在？关于影子的来龙去脉，真身从来忌讳莫深，不愿提及而令真相扑朔迷离。是愿做真身，还是愿做影子？是明处做人，还是暗处做鬼，换作是你，如何选择？,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/i2/TB1jjk5XJcnBKNjSZR0XXcFqFXa_.jpg_300x300.jpg,"主演：邓超,孙俪,郑恺,王千源,王景春,胡军,关晓彤,吴磊",语言：汉语普通话,导演：张艺谋,none,上映时间：2018,"类型：动作,剧情"
0,寻秦记 ,剧情介绍：据香港媒体报道，古天乐于14年前为无线演出的电视剧《寻秦记》，故事讲述香港警务处要员保护组警员项少龙，在一次时光机器的科学实验里，被送回到战国时期，因而发展了连串意想不到的事情。该剧当年播出在中港台三地都大受欢迎，古仔一直有意拍摄电影版，曾想过请杜琪峰做导演，但因剧本一直不满意，最终开拍无期，直至最近终于改了一版比较满意的剧本，古仔决定明年开拍，不过因为杜琪峰没档期，导演会另觅人选。,制片国家/地区：中国香港,https://img.alicdn.com/bao/uploaded/3/TB15WsBPVXXXXc9apXXXXXXXXXX_.jpg_300x300.jpg,"主演：古天乐,林峰",语言：汉语普通话,导演：,none,上映时间：2018,类型：古装
0,热血合唱团 ,剧情介绍：擅长以小人物温馨故事打动人心的导演关信辉，这次与华仔合作，诠释了一名有教无类的指挥家，在事业有成之际回到香港，带领一群因闯祸而被迫参加“热血合唱团试验计划”，让这群被外界视为废柴的学生们，在音乐中找回自我，勇于面对生命的挑战，体验成长中的挫折与喜悦，以及同伴间的友情。,制片国家/地区：中国香港,https://img.alicdn.com/bao/uploaded/i2/TB1QL2APVXXXXbwapXXXXXXXXXX_.jpg_300x300.jpg,"主演：刘德华,尹扬明,卢冠廷",语言：粤语,导演：关信辉,none,上映时间：2018,类型：剧情
0,财迷 ,剧情介绍：一夕暴富的郝先生（六小龄童 饰）由菜农摇身变富豪，将千万财产藏入密室，习惯每天夜里来密室清点巨款自得其乐，对他来说，当前的头等大事就是给唯一的爱女找个好人家，但令他没有想到的是，女儿竟爱上了一穷二白的穷小子，“爱女心切”对上“真爱至上”，郝先生频频安排豪门相亲，却都被不按常理出牌的穷小子捣个鸡飞狗跳。此时，股灾的到来让郝先生又一夕间破财，穷小子却靠创业逆袭成功，反转的命运之下，故事又将怎样发展.....,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/i3/TB13r3aPVXXXXcVXVXXXXXXXXXX_.jpg_300x300.jpg,"主演：六小龄童,马德华,刘大刚,汪粤",语言：汉语普通话,导演：董董,片长：108分钟,上映时间：2018,类型：剧情
0,奇妙物语之重生电梯  ,剧情介绍：转校生李童因帮助被欺负的同学刘星夜而遭到校霸薛小猫记恨，和刘星夜一起成为被校霸欺负的对象。同班女生夏一安钦佩李童的勇气，暗中施以援手，三人成为好朋友，李童渐渐对一安萌生了爱意。然而薛小猫胁迫刘星夜将李童和一安骗到天台恶作剧，意外使一安坠楼身亡。无法挽救一安的愧疚、愤懑和痛苦折磨着李童，他想起都市里流传的重生电梯传闻，通过神秘仪式阴差阳错获得了重生。重生电梯内究竟发生了什么？重生的李童能否阻止悲剧的发生……,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/i1/TB1Qhhtckfb_uJkHFqDXXXVIVXa_.jpg_300x300.jpg,"主演：曹佑宁,曹佑宁",语言：汉语普通话,导演：林小革,片长：0分钟,上映时间：2018,类型：奇幻
0,九龙不败 ,"剧情介绍：警探九龙(张晋饰) ，查案方式奇异狠辣却屡建奇功，是叱咤香港警界的精英干探, 但他处事独断爆裂，又被警队视为”偏执狂人”。九龙奉命调查一桩妙龄女警连环被凶杀案，用尽手段后不仅毫无线索,  他的警花未婚妻方宁（邓丽欣饰）竟然也在这场抓捕行动中意外失踪。在爱与痛的边缘挣扎的九龙，突然发现女警连环遇害只是第一步，凶手还有着更加血腥的阴谋，自己和未婚妻竟然也被算计其中。此时澳门再度发生女警被杀案，这次的作案手法更加令人发指，但凶手好像故意留下了线索，是危险陷阱还是复仇曙光？九龙义无反顾出发，在好友王梦奇（刘心悠饰）及国际拳王冼力山（Anderson 'The Spider 'Silva饰）的协助下, 与澳门警司曹志德（郑嘉颖饰）联手展开调查。魔高一丈，道高几何！血债血偿之前，就算流干最后一滴血，也要誓不罢休。",制片国家/地区：中国香港,https://img.alicdn.com/bao/uploaded/i4/TB1xzqkfbSYBuNjSspfXXcZCpXa_.jpg_300x300.jpg,"主演：张晋,安德森·席尔瓦,郑嘉颖,刘心悠",语言：汉语普通话,导演：陈果,片长：100分钟,上映时间：2018,"类型：犯罪,动作,剧情"
0,老家伙 ,剧情介绍：电影《老家伙》讲述了香港回归二十年，在时代变迁的大背景下，兄弟手足间恩怨纠葛、契合金兰的江湖事。兄弟情、父女情，敌与友的冲突、情与义的碰撞，实则都是对诺言的兑现。在时代的洪流中，这些曾经叱咤风云的兄弟能否再写辉煌？他们的命运又将何去何从？兄弟有情、江湖有义，在物是人非的动荡年代，众多硬汉携手诠释“流血的男人为何流泪”。,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/i1/TB1g5.gPpXXXXbcXFXXXXXXXXXX_.jpg_300x300.jpg,主演：,语言：汉语普通话,导演：袁和平,none,上映时间：2018,类型：剧情
0,食神归来 ,剧情介绍：一位公司女白领被母亲强逼着去学习厨艺，成功转型为美丽女厨娘，夺得世界厨师比赛金奖，同时也收获了爱情。,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/i2/TB1xp5HPpXXXXbeXXXXXXXXXXXX_.jpg_300x300.jpg,"主演：罗仲谦,林思意,修睿,百克力,林思意",语言：汉语普通话,"导演：程中豪,王凯",片长：100分钟,上映时间：2018,"类型：青春,喜剧"
0,表情奇幻冒险 ,剧情介绍：信息软件中有一个繁忙的文字大都市，所有的表情都住在那里，等着手机主人输入自己。在这个世界中，每个人只有一个表情，只有吉恩（T·J·米勒）与众不同，他充满活力、大胆直言，而且表情丰富。他一心想变得和其他表情一样“正常”，所以请朋友嗨老五（由詹姆斯·柯登配音）和有名的解码专家杰尔布蕾（由伊拉娜·格雷泽配音）帮助他。三人一起踏上了“手机App冒险之旅”，穿梭于各个有趣的App，寻找能够让吉恩恢复“正常”的代码。然而手机世界面临着更大的危险，所有表情的命运都落在了三位小伙伴手中。如果他们无法拯救这个世界，所有表情都会被永远删除。,制片国家/地区：美国,https://img.alicdn.com/bao/uploaded/i2/TB1cIQSqHwTMeJjSszfXXXbtFXa_.jpg_300x300.jpg,"主演：T·J·米勒,詹姆斯·柯登,玛娅·鲁道夫,安娜·法瑞丝",语言：英语,导演：安东尼·莱昂迪斯,片长：86分钟,上映时间：2018,"类型：喜剧,动画,冒险"
0,神探狗笨吉 ,剧情介绍：“笨吉”原本是一只吃百家饭的流浪狗。它最喜欢一对兄妹，因为他俩经常瞒着妈妈悄悄陪它玩耍，喂它美食。某天，这对兄妹被坏人绑架。在妈妈和警方都惶恐不安而又无所适从之时，聪明勇敢的“神探狗”笨吉克服险阻，用自己的方式救出了这对兄妹，也找到了梦寐以求的家。笨吉的故事提醒我们，身边的宠物或许就是拯救人类的英雄。,"制片国家/地区：美国,中国大陆",https://img.alicdn.com/bao/uploaded/i1/TB1R4xZOVXXXXcAXXXXXXXXXXXX_.jpg_300x300.jpg,"主演：加布里埃尔·贝特曼,基拉·桑切斯,安古斯·山姆普森",语言：英语,导演：布兰登·坎普,片长：85分钟,上映时间：2018,"类型：家庭,喜剧"
0,童心无归处 ,剧情介绍：影片讲述了世界上最轰动的一起谋杀案——美国六岁选美小皇后JonBenet Ramsey的死亡之谜。该案经过长达二十年的不休争议，屡次登上《时代》周刊和《人物》杂志封面，各大新闻媒体不断猜测凶手究竟是谁，而公众对其亲生父母及其学校一位男老师可能是凶手的指责更是甚嚣尘上。影片《童心无归处》在纪实和非纪实之间游走，向观众呈现了一种非常奇特的电影风格，再现了小明星难解的死亡之谜。,"制片国家/地区：美国,澳大利亚,中国大陆",https://img.alicdn.com/bao/uploaded/i4/TB1Zip8igLD8KJjSszeXXaGRpXa_.jpg_300x300.jpg,"主演：Hannah Cagwin,Shylee Sagle,Jerry Cortese,Kit Thompson,Amy Dowd,Teresa Cocas,Tamara Hutchins",语言：英语,导演：凯蒂·格林,片长：80分钟,上映时间：2018,类型：纪录片
0,炼狱信使 ,剧情介绍：影片根据比利·穆尔的自传体小说改编：讲述了穆尔在泰国最黑暗的监狱重生的故事。在这座人间地狱中，穆尔变得更加堕落。一次偶然的机会，穆尔接触到了监狱中的泰拳队。血液中的狂躁和对生的渴望，让穆尔投入到了泰拳比赛中。正当生活从堕落边缘慢慢恢复正常的时候，他却发现，要活下去并没有那么容易。一场普通的泰拳大战，付出的代价却是自己或者他人的生命。影片生动再现了比利·穆尔这段炼狱般的生活经历，深刻地诠释了主人公人性的自我救赎。,"制片国家/地区：英国,法国",https://img.alicdn.com/bao/uploaded/i3/TB1Zi0IinTI8KJjSsphXXcFppXa_.jpg_300x300.jpg,主演：乔·科尔,"语言：英语,泰语",导演：让-斯蒂芬·萨瓦尔,片长：120分钟,上映时间：2018,"类型：动作,传记,犯罪"
0,欲念游戏  ,剧情介绍：本片讲述在虚拟现实从前沿科技走向民用的背景下，男主人公郭实意外的陷入一场科技与人性的对决，从而战胜内心的恐惧，最终走出困境，改变人生和突破科技瓶颈的故事。,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/i1/TB1j3RrOVXXXXXXaXXXXXXXXXXX_.jpg_300x300.jpg,"主演：郭涛,姜潮,梅婷,张子枫",语言：汉语普通话,导演：郭涛,none,上映时间：2018,"类型：科幻,悬疑"
0,古剑奇谭之流月昭明  ,剧情介绍：精擅偃术的开朗少年乐无异，因机缘离家，并因仰慕传说中的偃术大师谢衣而踏上偃术修行之旅，并邂逅闻人羽、夏夷则、阿阮等伙伴。几人在无疑中发现流月城城主沈夜的阴谋，历尽艰险击败沈夜，最终阻止了一场灾难的发生。,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/4/TB1g031OFXXXXb1XFXXXXXXXXXX_.jpg_300x300.jpg,"主演：王力宏,宋茜,高以翔,吴千语",语言：汉语普通话,导演：雷尼·哈林,none,上映时间：2018,"类型：奇幻,剧情,冒险"
0,断片之险途夺宝 ,剧情介绍：疯狂喜剧超级制作大片《断片之险途夺宝》讲述卖鱼大叔牙叔（葛优饰）、海豚训练员阿乐（岳云鹏饰）和海洋馆保安治国（杜淳饰）在一场大醉之后的荒诞冒险。牙叔（葛优饰）、阿乐（岳云鹏饰）、治国（杜淳饰）因生活中的不顺聚在海洋馆喝酒，大醉之后竟然把海洋馆大明星海豚“宝宝”卖到了国外。为了将海豚宝宝找回来，挽回他们在断片之后的“冲动之举”，三人一起踏上“奇葩冒险之旅”，辗转多地，遇到了各种奇人怪事，发生了许多令人啼笑皆非的故事。,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/i1/TB1yJ28RVXXXXaDapXXXXXXXXXX_.jpg_300x300.jpg,"主演：葛优,岳云鹏,杜淳,蔡卓妍",语言：汉语普通话,导演：罗登,片长：114分钟,上映时间：2018,"类型：喜剧,冒险"
0,酥油 ,剧情介绍：战地记者美多在休养期间带着一部纪录片的采访任务来到了西藏白马山寨孤儿小学。艰苦的拍摄，让美多和二十个孩子、山寨藏民以及寺庙大喇嘛多农之间建立起紧密的联系，并于藏族青年达瓦坠入爱河。,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/i2/TB1qXIsrruWBuNjSszgXXb8jVXa_.jpg_300x300.jpg,"主演：朱珠,更登彭措,多布杰,洛桑群培",语言：汉语普通话,导演：管曦,片长：86分钟,上映时间：2018,"类型：剧情,爱情"
0,三国杀·幻 ,剧情介绍：两件神秘锦囊， 带出充斥着主忠反内“英雄门”传承的惊人秘密， 而当揭开这些表象时，另一个关于深爱与成全的纠结故事开始展露它的真实面目。,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/i2/TB1h2QeOFXXXXbRXpXXXXXXXXXX_.jpg_300x300.jpg,"主演：郑伊健,于荣光,谢天华,贾青,林晓峰",语言：汉语普通话,导演：吕柯憬,none,上映时间：2018,"类型：动作,奇幻,爱情"
0,营救汪星人 ,剧情介绍：退役警犬训练员成斌，与其训练多年并立功无数的退役功勋缉毒犬拉布拉多——大雄，就职于一家五星级宠物俱乐部任店长，期间收养了十只流浪犬，把它们训练成身怀绝技的“神犬特工队”。宠物俱乐部三周年店庆派对，社区所有狗狗参加派对当晚并寄居于俱乐部内，未料第二天一早，街坊邻居的所爱宠一夜之间全部失踪。爱和责任并存，成斌不得不带着大雄，展开了一场屎料百出的汪星人大营救。谁知在营救途中，又意外卷入犯罪团伙的狗运毒品案中，被迫展开了一场惊心动魄的生死斗争。最后，成斌与“神犬特工队”智斗犯罪团伙，勇获全胜，一百多只汪星人重获自由。,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/i3/TB136OgbgmTBuNjy1XbXXaMrVXa_.jpg_300x300.jpg,"主演：成毅,崔雅涵,文松,林雪,欧弟,王泷正",语言：汉语普通话,导演：梁婷,none,上映时间：2018,"类型：剧情,喜剧"
0,三好差生  ,剧情介绍：主要讲述了一个神经大条、闯祸不断、性格开朗的元气差生妹周林林，因被住在家对面的“别人家的孩子”方予可的影响，在妈妈的以他为参照不断鞭策之下，高考发挥超常，与同校理科状元方予可一同进入了最高学府，在东大精英群体中开启一段艰苦求学、艰难求爱的“差生成长之旅”。从小到大，方予可是让周林林陷入学习苦海的“别人家孩子”，而周林林却是方予可学习苦海中的“惊喜”。不知真相的她因为忙着“报复”方予可，而苦思冥想花招百出，甚至不惜使出“美人计”干扰方予可的“学习大计”，替方予可和校花茹婷牵线搭桥，三个人的人生纠葛从这场“乌龙美人计”中开始，这场纠葛又在三人共同考上东大畜牧系后迅速发酵。周林林误以为痴心宅男学霸方予可心系天之骄女茹庭，而自己则心系方予可身边的校园风云人物的小西学长。差生周林林用心修习差生逆袭秘籍，苦练恋爱通关技巧，十八般武艺七十二变法轮番上阵！四人之间情感纠葛，在校园里上演了一幕青春爱情励志喜剧！,"制片国家/地区：中国大陆,中国台湾",https://img.alicdn.com/bao/uploaded/i4/TB1fj7uOpXXXXcAXpXXXXXXXXXX_.jpg_300x300.jpg,"主演：宋芸桦,宋威龙,林妍柔,黄俊捷",语言：汉语普通话,"导演：周彤,代梦颖",none,上映时间：2018,"类型：青春,爱情,喜剧"
0,枪炮腰花 ,剧情介绍：纨绔青年阿蒙（黄景瑜饰）为躲债回到老家，发现这里成为荒废的工业区。偶然得知一个国际剧组正在寻找这样的外景地，于是联合经营“枪炮腰花”烧烤店老范（王千源饰）一起揽活，从中捞油水。然而开发商老三（张亮饰）也瞄中这块处女地，他的闯入改变了阿蒙和老范原本天衣无缝的造景计划....,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/i4/TB1JjjeSFXXXXbdapXXXXXXXXXX_.jpg_300x300.jpg,"主演：王千源,黄景瑜",语言：汉语普通话,导演：张猛,none,上映时间：2018,"类型：喜剧,剧情,动作"
0,Uta不是流浪狗 ,剧情介绍：在上海闹市区的一家宠物店里，天生胆小的秋田幼犬Uta备受冷落。直到有天，一个同样孤单的小男孩小安的到来，打消了Uta对人类的戒心。,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/1/TB1UAnPOXXXXXauXVXXXXXXXXXX_.jpg_300x300.jpg,"主演：江若琳,杜天皓",语言：汉语普通话,导演：本木克英,none,上映时间：2018,类型：剧情
0,娱乐追击  ,剧情介绍：侯芳芳（刘艺丹饰）和包钢（万国鹏饰）是一对师徒娱记，为peter 牛（姜超饰）的《套路头条》创造不少头条新闻。榴莲娱乐老总王明翰（洪天明饰）为炒热旗下艺人白傲洁（齐芳饰），不惜用绑架直播！侯芳芳调查白傲洁时，查到王明翰昔日设局抛弃其旧爱女星茉莉（李舜饰）。侯芳芳让王明翰停止炒作白傲洁，王明翰用计逼迫侯芳芳退隐。  白傲洁身价倍涨。王明翰签合约越多。可白傲洁、包钢一起消失。王明翰恳求侯芳芳帮他找回白傲洁避免赔钱。侯芳芳在找包钢。两人从冤家，成了同道伙伴，发现绑架白傲洁是茉莉所为。王明翰自知亏欠茉莉，历经生死考验，终对茉莉认错示爱。侯芳芳、peter牛等出现，原来是为王明翰精心设计的局。,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/2/TB1zO1mOXXXXXcCXpXXXXXXXXXX_.jpg_300x300.jpg,"主演：洪天明,姜超",语言：汉语普通话,"导演：李轩,王晖",none,上映时间：2018,"类型：动作,喜剧"
0,刀背藏身 ,剧情介绍：电影《刀背藏身》改编自导演徐浩峰的同名小说，故事发生在20世纪30年代至40年代，以动荡时局为背景，围绕长城会战中杀敌制胜的“长城刀法”的起源问题渐进展开。描述了传奇刀术的生死较量，武林人士的侠义风骨，以及国仇家恨大时代里的爱恨纠葛。,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/i4/TB1vuESPpXXXXbSXFXXXXXXXXXX_.jpg_300x300.jpg,"主演：许晴,张傲月,春夏,黄觉",语言：汉语普通话,导演：徐浩峰,片长：137分钟,上映时间：2018,"类型：武侠,动作,剧情"
0,我的女友是泰山  ,剧情介绍：原始部落公主泰山无意中救下中国游客楚留宝，公主开始追爱，楚留宝开启逃婚之旅……,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/2/TB1d.OKNpXXXXcOXpXXXXXXXXXX_.jpg_300x300.jpg,主演：,语言：汉语普通话,导演：冯志强,none,上映时间：2018,类型：剧情
0,一路春风 ,剧情介绍：苏南偶遇摄影师韩嫣，宿醉断片后，韩嫣错拿了苏南的U盘。U盘里的资料关系着苏南公司存亡，无奈之下踏上寻找韩嫣的旅途。前来追债的马强、落难的风尘女子丽莎，三个人一辆车，最终每个人都在途中得到不同的成长。,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/i2/TB1iLoKMVXXXXcsXVXXXXXXXXXX_.jpg_300x300.jpg,主演：,语言：汉语普通话,导演：,片长：120分钟,上映时间：2018,类型：剧情
0,遇见下一个你 ,剧情介绍：韩朵朵失恋了，借酒泄愤的她路边独自喝酒，遇到了一个长相俊朗的中年男人把她送回宾馆后悄然离去，而她却在好友Amy那发现了该男子的照片......韩朵朵决定找商重（中年男人）学陶瓷。一段90后洋派open范儿的无敌小妞与70后传统艺术家万能大叔的博弈正式拉开了帷幕。两个人也分别代表了两代人的世界观、人生观，以及两代人文化，在这过程中，擦枪走火，一触即发，但即使再多客观存在的阻碍，也扼杀不了爱滋长……,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/i2/TB1JkAYLXXXXXXTXVXXXXXXXXXX_.jpg_300x300.jpg,"主演：连凯,徐熙颜,姜潮,任容萱",语言：汉语普通话,导演：刘剑华,片长：94分钟,上映时间：2018,"类型：爱情,喜剧"
0,追·踪 ,剧情介绍：这是一场跨越十年的追捕。为了将两位貌似毫无联系的罪犯徐峰与王栋绳之以法，警察陈维坤做出了整整十年的努力。而这场致命追踪的代价不但是这三个人的性命，而且也包括他们的家庭和亲人。,制片国家/地区：中国大陆,https://img.alicdn.com/bao/uploaded/i2/TB1qQV9RVXXXXc6apXXXXXXXXXX_.jpg_300x300.jpg,"主演：罗晋,聂远,黄觉,辛鹏,姜珮瑶",语言：汉语普通话,导演：李霄峰,片长：120分钟,上映时间：2018,类型：剧情
